"Domain","UniqueName","Name","Enabled","ParentUniqueName"
"unspsc","31301507","Lead rolled ring machined forgings","313015","Yes"
"unspsc","31301519","Non metallic rolled ring machined forgings","313015","Yes"
"unspsc","31301508","Magnesium rolled ring machined forgings","313015","Yes"
"unspsc","31301509","Precious metal rolled ring machined forgings","313015","Yes"
"unspsc","31301510","Stainless steel rolled ring machined forgings","313015","Yes"
"unspsc","31301511","Tin rolled ring machined forgings","313015","Yes"
"unspsc","31301512","Titanium rolled ring machined forgings","313015","Yes"
"unspsc","31301501","Aluminum rolled ring machined forgings","313015","Yes"
"unspsc","31301513","Zinc rolled ring machined forgings","313015","Yes"
"unspsc","31301502","Beryllium rolled ring machined forgings","313015","Yes"
"unspsc","31301514","Non ferrous alloy rolled ring machined forgings","313015","Yes"
"unspsc","31301503","Brass rolled ring machined forgings","313015","Yes"
"unspsc","31301515","Ferrous alloy rolled ring machined forgings","313015","Yes"
"unspsc","31301504","Bronze rolled ring machined forgings","313015","Yes"
"unspsc","31301516","Steel rolled ring machined forgings","313015","Yes"
"unspsc","31301505","Copper rolled ring machined forgings","313015","Yes"
"unspsc","31301517","Composite rolled ring machined forgings","313015","Yes"
"unspsc","31301506","Iron rolled ring machined forgings","313015","Yes"
"unspsc","31301518","Nickel alloy rolled ring machined forgings","313015","Yes"
"unspsc","313111","Solvent welded pipe assemblies","3131","Yes"
"unspsc","313112","Riveted pipe assemblies","3131","Yes"
"unspsc","313113","Bolted pipe assemblies","3131","Yes"
"unspsc","313114","Ultra violet welded UV pipe assemblies","3131","Yes"
"unspsc","313115","Welded or brazed pipe assemblies","3131","Yes"
"unspsc","313116","Sonic welded pipe assemblies","3131","Yes"
"unspsc","313117","Bonded pipe assemblies","3131","Yes"
"unspsc","31311111","Waspalloy solvent welded pipe assemblies","313111","Yes"
"unspsc","31311112","Copper solvent welded pipe assemblies","313111","Yes"
"unspsc","31311113","Brass solvent welded pipe assemblies","313111","Yes"
"unspsc","31311101","Aluminum solvent welded pipe assemblies","313111","Yes"
"unspsc","31311102","Carbon steel solvent welded pipe assemblies","313111","Yes"
"unspsc","31311103","Hastalloy X solvent welded pipe assemblies","313111","Yes"
"unspsc","31311104","Inconel solvent welded pipe assemblies","313111","Yes"
"unspsc","31311105","Low alloy steel solvent welded pipe assemblies","313111","Yes"
"unspsc","31311106","Non metallic solvent welded pipe assemblies","313111","Yes"
"unspsc","31311109","Stainless steel solvent welded pipe assemblies","313111","Yes"
"unspsc","31311110","Titanium solvent welded pipe assemblies","313111","Yes"
"unspsc","31311210","Titanium riveted pipe assemblies","313112","Yes"
"unspsc","31311211","Waspalloy riveted pipe assemblies","313112","Yes"
"unspsc","31311212","Copper riveted pipe assemblies","313112","Yes"
"unspsc","31311213","Brass riveted pipe assemblies","313112","Yes"
"unspsc","31311201","Aluminum riveted pipe assemblies","313112","Yes"
"unspsc","31311202","Carbon steel riveted pipe assemblies","313112","Yes"
"unspsc","31311203","Hastalloy X riveted pipe assemblies","313112","Yes"
"unspsc","31311204","Inconel riveted pipe assemblies","313112","Yes"
"unspsc","31311205","Low alloy steel riveted pipe assemblies","313112","Yes"
"unspsc","31311206","Non metallic riveted pipe assemblies","313112","Yes"
"unspsc","31311209","Stainless steel riveted pipe assemblies","313112","Yes"
"unspsc","31311309","Stainless steel bolted pipe assemblies","313113","Yes"
"unspsc","31311310","Titanium bolted pipe assemblies","313113","Yes"
"unspsc","31311311","Waspalloy bolted pipe assemblies","313113","Yes"
"unspsc","31311312","Copper bolted pipe assemblies","313113","Yes"
"unspsc","31311313","Brass bolted pipe assemblies","313113","Yes"
"unspsc","31311301","Aluminum bolted pipe assemblies","313113","Yes"
"unspsc","31311302","Carbon steel bolted pipe assemblies","313113","Yes"
"unspsc","31311303","Hastalloy X bolted pipe assemblies","313113","Yes"
"unspsc","31311304","Inconel bolted pipe assemblies","313113","Yes"
"unspsc","31311305","Low alloy steel bolted pipe assemblies","313113","Yes"
"unspsc","31311306","Non metallic bolted pipe assemblies","313113","Yes"
"unspsc","31311406","Non metallic ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311409","Stainless steel ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311410","Titanium ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311411","Waspalloy ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311412","Copper ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311413","Brass ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311401","Aluminum ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311402","Carbon steel ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311403","Hastalloy X ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311404","Inconel ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311405","Low alloy steel ultra violet welded pipe assemblies","313114","Yes"
"unspsc","31311505","Low alloy steel welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311506","Non metallic welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311509","Stainless steel welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311510","Titanium welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311511","Waspalloy welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311512","Copper welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311513","Brass welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311501","Aluminum welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311502","Carbon steel welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311503","Hastalloy X welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311504","Inconel welded or brazed pipe assemblies","313115","Yes"
"unspsc","31311604","Inconel sonic welded pipe assemblies","313116","Yes"
"unspsc","31311605","Low alloy steel sonic welded pipe assemblies","313116","Yes"
"unspsc","31311606","Non metallic sonic welded pipe assemblies","313116","Yes"
"unspsc","31311609","Stainless steel sonic welded pipe assemblies","313116","Yes"
"unspsc","31311610","Titanium sonic welded pipe assemblies","313116","Yes"
"unspsc","31311611","Waspalloy sonic welded pipe assemblies","313116","Yes"
"unspsc","31311612","Copper sonic welded pipe assemblies","313116","Yes"
"unspsc","31311613","Brass sonic welded pipe assemblies","313116","Yes"
"unspsc","31311601","Aluminum sonic welded pipe assemblies","313116","Yes"
"unspsc","31311602","Carbon steel sonic welded pipe assemblies","313116","Yes"
"unspsc","31311603","Hastalloy X sonic welded pipe assemblies","313116","Yes"
"unspsc","31311710","Titanium bonded pipe assemblies","313117","Yes"
"unspsc","31311711","Waspalloy bonded pipe assemblies","313117","Yes"
"unspsc","31311703","Hastalloy X bonded pipe assemblies","313117","Yes"
"unspsc","31311704","Inconel bonded pipe assemblies","313117","Yes"
"unspsc","31311705","Low alloy steel bonded pipe assemblies","313117","Yes"
"unspsc","31311706","Non metallic bonded pipe assemblies","313117","Yes"
"unspsc","31311701","Aluminum bonded pipe assemblies","313117","Yes"
"unspsc","31311712","Copper bonded pipe assemblies","313117","Yes"
"unspsc","31311713","Brass bonded pipe assemblies","313117","Yes"
"unspsc","31311709","Stainless steel bonded pipe assemblies","313117","Yes"
"unspsc","31311702","Carbon steel bonded pipe assemblies","313117","Yes"
"unspsc","313214","Welded or brazed bar stock assemblies","3132","Yes"
"unspsc","313215","Ultra violet welded UV bar stock assemblies","3132","Yes"
"unspsc","313216","Sonic welded bar stock assemblies","3132","Yes"
"unspsc","313217","Bolted bar stock assemblies","3132","Yes"
"unspsc","313211","Bonded bar stock assemblies","3132","Yes"
"unspsc","313212","Solvent welded bar stock assemblies","3132","Yes"
"unspsc","313213","Riveted bar stock assemblies","3132","Yes"
"unspsc","31321103","Hastalloy X bonded bar stock assemblies","313211","Yes"
"unspsc","31321104","Inconel bonded bar stock assemblies","313211","Yes"
"unspsc","31321105","Low alloy steel bonded bar stock assemblies","313211","Yes"
"unspsc","31321106","Non metallic bonded bar stock assemblies","313211","Yes"
"unspsc","31321109","Stainless steel bonded bar stock assemblies","313211","Yes"
"unspsc","31321110","Titanium bonded bar stock assemblies","313211","Yes"
"unspsc","31321111","Waspalloy bonded bar stock assemblies","313211","Yes"
"unspsc","31321112","Copper bonded bar stock assemblies","313211","Yes"
"unspsc","31321113","Brass bonded bar stock assemblies","313211","Yes"
"unspsc","31321101","Aluminum bonded bar stock assemblies","313211","Yes"
"unspsc","31321102","Carbon steel bonded bar stock assemblies","313211","Yes"
"unspsc","31321202","Carbon steel solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321203","Hastalloy X solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321204","Inconel solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321205","Low alloy steel solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321206","Non metallic solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321209","Stainless steel solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321210","Titanium solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321211","Waspalloy solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321212","Copper solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321213","Brass solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321201","Aluminum solvent welded bar stock assemblies","313212","Yes"
"unspsc","31321301","Aluminum riveted bar stock assemblies","313213","Yes"
"unspsc","31321302","Carbon steel riveted bar stock assemblies","313213","Yes"
"unspsc","31321303","Hastalloy X riveted bar stock assemblies","313213","Yes"
"unspsc","31321304","Inconel riveted bar stock assemblies","313213","Yes"
"unspsc","31321305","Low alloy steel riveted bar stock assemblies","313213","Yes"
"unspsc","31321306","Non metallic riveted bar stock assemblies","313213","Yes"
"unspsc","31321309","Stainless steel riveted bar stock assemblies","313213","Yes"
"unspsc","31321310","Titanium riveted bar stock assemblies","313213","Yes"
"unspsc","31321311","Waspalloy riveted bar stock assemblies","313213","Yes"
"unspsc","31321312","Copper riveted bar stock assemblies","313213","Yes"
"unspsc","31321313","Brass riveted bar stock assemblies","313213","Yes"
"unspsc","31321413","Brass welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321401","Aluminum welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321402","Carbon steel welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321403","Hastalloy X welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321404","Inconel welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321405","Low alloy steel welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321406","Non metallic welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321409","Stainless steel welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321410","Titanium welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321411","Waspalloy welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321412","Copper welded or brazed bar stock assemblies","313214","Yes"
"unspsc","31321512","Copper ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321513","Brass ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321501","Aluminum ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321502","Carbon steel ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321503","Hastalloy X ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321504","Inconel ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321505","Low alloy steel ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321506","Non metallic ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321509","Stainless steel ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321510","Titanium ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321511","Waspalloy ultra violet welded bar stock assemblies","313215","Yes"
"unspsc","31321612","Copper sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321613","Brass sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321601","Aluminum sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321602","Carbon steel sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321603","Hastalloy X sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321604","Inconel sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321605","Low alloy steel sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321606","Non metallic sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321609","Stainless steel sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321610","Titanium sonic welded bar stock assemblies","313216","Yes"
"unspsc","31321611","Waspalloy sonic welded bar stock assemblies","313216","Yes"
"unspsc","313311","Bonded structural assemblies","3133","Yes"
"unspsc","313312","Bolted structural assemblies","3133","Yes"
"unspsc","313313","Sonic welded structural assemblies","3133","Yes"
"unspsc","313314","Ultra violet welded UV structural assemblies","3133","Yes"
"unspsc","313315","Solvent welded structural assemblies","3133","Yes"
"unspsc","313316","Welded or brazed structural assemblies","3133","Yes"
"unspsc","313317","Riveted structural assemblies","3133","Yes"
"unspsc","31321711","Waspalloy bolted bar stock assemblies","313217","Yes"
"unspsc","31321712","Copper bolted bar stock assemblies","313217","Yes"
"unspsc","31321713","Brass bolted bar stock assemblies","313217","Yes"
"unspsc","31321701","Aluminum bolted bar stock assemblies","313217","Yes"
"unspsc","31321702","Carbon steel bolted bar stock assemblies","313217","Yes"
"unspsc","31321703","Hastalloy X bolted bar stock assemblies","313217","Yes"
"unspsc","31321704","Inconel bolted bar stock assemblies","313217","Yes"
"unspsc","31321705","Low alloy steel bolted bar stock assemblies","313217","Yes"
"unspsc","31321706","Non metallic bolted bar stock assemblies","313217","Yes"
"unspsc","31321709","Stainless steel bolted bar stock assemblies","313217","Yes"
"unspsc","31321710","Titanium bolted bar stock assemblies","313217","Yes"
"unspsc","31331109","Stainless steel bonded structural assemblies","313311","Yes"
"unspsc","31331110","Titanium bonded structural assemblies","313311","Yes"
"unspsc","31331112","Copper bonded structural assemblies","313311","Yes"
"unspsc","31331113","Brass bonded structural assemblies","313311","Yes"
"unspsc","31331111","Waspalloy bonded structural assemblies","313311","Yes"
"unspsc","31331101","Aluminum bonded structural assemblies","313311","Yes"
"unspsc","31331102","Carbon steel bonded structural assemblies","313311","Yes"
"unspsc","31331103","Hastalloy X bonded structural assemblies","313311","Yes"
"unspsc","31331104","Inconel bonded structural assemblies","313311","Yes"
"unspsc","31331105","Low alloy steel bonded structural assemblies","313311","Yes"
"unspsc","31331106","Non metallic bonded structural assemblies","313311","Yes"
"unspsc","31331305","Low alloy steel sonic welded structural assemblies","313313","Yes"
"unspsc","31331306","Non metallic sonic welded structural assemblies","313313","Yes"
"unspsc","31331309","Stainless steel sonic welded structural assemblies","313313","Yes"
"unspsc","31331310","Titanium sonic welded structural assemblies","313313","Yes"
"unspsc","31331311","Waspalloy sonic welded structural assemblies","313313","Yes"
"unspsc","31331312","Copper sonic welded structural assemblies","313313","Yes"
"unspsc","31331313","Brass sonic welded structural assemblies","313313","Yes"
"unspsc","31331301","Aluminum sonic welded structural assemblies","313313","Yes"
"unspsc","31331302","Carbon steel sonic welded structural assemblies","313313","Yes"
"unspsc","31331303","Hastalloy X sonic welded structural assemblies","313313","Yes"
"unspsc","31331304","Inconel sonic welded structural assemblies","313313","Yes"
"unspsc","31331206","Non metallic bolted structural assemblies","313312","Yes"
"unspsc","31331209","Stainless steel bolted structural assemblies","313312","Yes"
"unspsc","31331210","Titanium bolted structural assemblies","313312","Yes"
"unspsc","31331211","Waspalloy bolted structural assemblies","313312","Yes"
"unspsc","31331212","Copper bolted structural assemblies","313312","Yes"
"unspsc","31331213","Brass bolted structural assemblies","313312","Yes"
"unspsc","31331201","Aluminum bolted structural assemblies","313312","Yes"
"unspsc","31331202","Carbon steel bolted structural assemblies","313312","Yes"
"unspsc","31331203","Hastalloy X bolted structural assemblies","313312","Yes"
"unspsc","31331204","Inconel bolted structural assemblies","313312","Yes"
"unspsc","31331205","Low alloy steel bolted structural assemblies","313312","Yes"
"unspsc","31331404","Inconel ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331405","Low alloy steel ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331406","Non metallic ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331409","Stainless steel ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331410","Titanium ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331411","Waspalloy ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331412","Copper ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331413","Brass ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331401","Aluminum ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331402","Carbon steel ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331403","Hastalloy X ultra violet welded structural assemblies","313314","Yes"
"unspsc","31331503","Hastalloy X solvent welded structural assemblies","313315","Yes"
"unspsc","31331504","Inconel solvent welded structural assemblies","313315","Yes"
"unspsc","31331505","Low alloy steel solvent welded structural assemblies","313315","Yes"
"unspsc","31331506","Non metallic solvent welded structural assemblies","313315","Yes"
"unspsc","31331509","Stainless steel solvent welded structural assemblies","313315","Yes"
"unspsc","31331510","Titanium solvent welded structural assemblies","313315","Yes"
"unspsc","31331511","Waspalloy solvent welded structural assemblies","313315","Yes"
"unspsc","31331512","Copper solvent welded structural assemblies","313315","Yes"
"unspsc","31331513","Brass solvent welded structural assemblies","313315","Yes"
"unspsc","31331501","Aluminum solvent welded structural assemblies","313315","Yes"
"unspsc","31331502","Carbon steel solvent welded structural assemblies","313315","Yes"
"unspsc","31331602","Carbon steel welded or brazed structural assemblies","313316","Yes"
"unspsc","31331603","Hastalloy X welded or brazed structural assemblies","313316","Yes"
"unspsc","31331604","Inconel welded or brazed structural assemblies","313316","Yes"
"unspsc","31331605","Low alloy steel welded or brazed structural assemblies","313316","Yes"
"unspsc","31331606","Non metallic welded or brazed structural assemblies","313316","Yes"
"unspsc","31331609","Stainless steel welded or brazed structural assemblies","313316","Yes"
"unspsc","31331610","Titanium welded or brazed structural assemblies","313316","Yes"
"unspsc","31331611","Waspalloy welded or brazed structural assemblies","313316","Yes"
"unspsc","31331612","Copper welded or brazed structural assemblies","313316","Yes"
"unspsc","31331613","Brass welded or brazed structural assemblies","313316","Yes"
"unspsc","31331601","Aluminum welded or brazed structural assemblies","313316","Yes"
"unspsc","31331701","Aluminum riveted structural assemblies","313317","Yes"
"unspsc","31331702","Carbon steel riveted structural assemblies","313317","Yes"
"unspsc","31331703","Hastalloy X riveted structural assemblies","313317","Yes"
"unspsc","31331704","Inconel riveted structural assemblies","313317","Yes"
"unspsc","31331705","Low alloy steel riveted structural assemblies","313317","Yes"
"unspsc","31331706","Non metallic riveted structural assemblies","313317","Yes"
"unspsc","31331709","Stainless steel riveted structural assemblies","313317","Yes"
"unspsc","31331710","Titanium riveted structural assemblies","313317","Yes"
"unspsc","31331711","Waspalloy riveted structural assemblies","313317","Yes"
"unspsc","31331712","Copper riveted structural assemblies","313317","Yes"
"unspsc","31331713","Brass riveted structural assemblies","313317","Yes"
"unspsc","313411","Welded or brazed sheet assemblies","3134","Yes"
"unspsc","313412","Riveted sheet assemblies","3134","Yes"
"unspsc","313413","Ultra violet welded UV sheet assemblies","3134","Yes"
"unspsc","313414","Sonic welded sheet assemblies","3134","Yes"
"unspsc","313415","Solvent welded sheet assemblies","3134","Yes"
"unspsc","313416","Bonded sheet assemblies","3134","Yes"
"unspsc","313417","Bolted sheet assemblies","3134","Yes"
"unspsc","31341112","Copper welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341113","Brass welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341101","Aluminum welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341102","Carbon steel welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341103","Hastalloy X welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341104","Inconel welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341105","Low alloy steel welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341106","Non metallic welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341109","Stainless steel welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341110","Titanium welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341111","Waspalloy welded or brazed sheet assemblies","313411","Yes"
"unspsc","31341211","Waspalloy riveted sheet assemblies","313412","Yes"
"unspsc","31341212","Copper riveted sheet assemblies","313412","Yes"
"unspsc","31341213","Brass riveted sheet assemblies","313412","Yes"
"unspsc","31341201","Aluminum riveted sheet assemblies","313412","Yes"
"unspsc","31341202","Carbon steel riveted sheet assemblies","313412","Yes"
"unspsc","31341203","Hastalloy X riveted sheet assemblies","313412","Yes"
"unspsc","31341204","Inconel riveted sheet assemblies","313412","Yes"
"unspsc","31341205","Low alloy steel riveted sheet assemblies","313412","Yes"
"unspsc","31341206","Non metallic riveted sheet assemblies","313412","Yes"
"unspsc","31341209","Stainless steel riveted sheet assemblies","313412","Yes"
"unspsc","31341210","Titanium riveted sheet assemblies","313412","Yes"
"unspsc","31341306","Non metallic ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341309","Stainless steel ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341310","Titanium ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341311","Waspalloy ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341312","Copper ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341313","Brass ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341301","Aluminum ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341302","Carbon steel ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341303","Hastalloy X ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341304","Inconel ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341305","Low alloy steel ultra violet welded sheet assemblies","313413","Yes"
"unspsc","31341405","Low alloy steel sonic welded sheet assemblies","313414","Yes"
"unspsc","31341406","Non metallic sonic welded sheet assemblies","313414","Yes"
"unspsc","31341409","Stainless steel sonic welded sheet assemblies","313414","Yes"
"unspsc","31341410","Titanium sonic welded sheet assemblies","313414","Yes"
"unspsc","31341411","Waspalloy sonic welded sheet assemblies","313414","Yes"
"unspsc","31341412","Copper sonic welded sheet assemblies","313414","Yes"
"unspsc","31341413","Brass sonic welded sheet assemblies","313414","Yes"
"unspsc","31341401","Aluminum sonic welded sheet assemblies","313414","Yes"
"unspsc","31341402","Carbon steel sonic welded sheet assemblies","313414","Yes"
"unspsc","31341403","Hastalloy X sonic welded sheet assemblies","313414","Yes"
"unspsc","31341404","Inconel sonic welded sheet assemblies","313414","Yes"
"unspsc","31341504","Inconel solvent welded sheet assemblies","313415","Yes"
"unspsc","31341505","Low alloy steel solvent welded sheet assemblies","313415","Yes"
"unspsc","31341506","Non metallic solvent welded sheet assemblies","313415","Yes"
"unspsc","31341509","Stainless steel solvent welded sheet assemblies","313415","Yes"
"unspsc","31341510","Titanium solvent welded sheet assemblies","313415","Yes"
"unspsc","31341511","Waspalloy solvent welded sheet assemblies","313415","Yes"
"unspsc","31341512","Copper solvent welded sheet assemblies","313415","Yes"
"unspsc","31341513","Brass solvent welded sheet assemblies","313415","Yes"
"unspsc","31341501","Aluminum solvent welded sheet assemblies","313415","Yes"
"unspsc","31341502","Carbon steel solvent welded sheet assemblies","313415","Yes"
"unspsc","31341503","Hastalloy X solvent welded sheet assemblies","313415","Yes"
"unspsc","31341603","Hastalloy X bonded sheet assemblies","313416","Yes"
"unspsc","31341604","Inconel bonded sheet assemblies","313416","Yes"
"unspsc","31341605","Low alloy steel bonded sheet assemblies","313416","Yes"
"unspsc","31341606","Non metallic bonded sheet assemblies","313416","Yes"
"unspsc","31341609","Stainless steel bonded sheet assemblies","313416","Yes"
"unspsc","31341610","Titanium bonded sheet assemblies","313416","Yes"
"unspsc","31341611","Waspalloy bonded sheet assemblies","313416","Yes"
"unspsc","31341612","Copper bonded sheet assemblies","313416","Yes"
"unspsc","31341613","Brass bonded sheet assemblies","313416","Yes"
"unspsc","31341601","Aluminum bonded sheet assemblies","313416","Yes"
"unspsc","31341602","Carbon steel bonded sheet assemblies","313416","Yes"
"unspsc","31341702","Carbon steel bolted sheet assemblies","313417","Yes"
"unspsc","31341703","Hastalloy X bolted sheet assemblies","313417","Yes"
"unspsc","31341704","Inconel bolted sheet assemblies","313417","Yes"
"unspsc","31341705","Low alloy steel bolted sheet assemblies","313417","Yes"
"unspsc","31341706","Non metallic bolted sheet assemblies","313417","Yes"
"unspsc","31341709","Stainless steel bolted sheet assemblies","313417","Yes"
"unspsc","31341710","Titanium bolted sheet assemblies","313417","Yes"
"unspsc","31341711","Waspalloy bolted sheet assemblies","313417","Yes"
"unspsc","31341712","Copper bolted sheet assemblies","313417","Yes"
"unspsc","31341713","Brass bolted sheet assemblies","313417","Yes"
"unspsc","31341701","Aluminum bolted sheet assemblies","313417","Yes"
"unspsc","313516","Solvent welded tube assemblies","3135","Yes"
"unspsc","313517","Sonic welded tube assemblies","3135","Yes"
"unspsc","313511","Ultra violet welded UV tube assemblies","3135","Yes"
"unspsc","313512","Welded or brazed tube assemblies","3135","Yes"
"unspsc","313513","Riveted tube assemblies","3135","Yes"
"unspsc","313514","Bonded tube assemblies","3135","Yes"
"unspsc","313515","Bolted tube assemblies","3135","Yes"
"unspsc","31351101","Aluminum ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351102","Carbon steel ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351103","Hastalloy X ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351104","Inconel ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351105","Low alloy steel ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351106","Non metallic ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351109","Stainless steel ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351110","Titanium ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351111","Waspalloy ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351112","Copper ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351113","Brass ultra violet welded tube assemblies","313511","Yes"
"unspsc","31351213","Brass welded or brazed tube assemblies","313512","Yes"
"unspsc","31351201","Aluminum welded or brazed tube assemblies","313512","Yes"
"unspsc","31351202","Carbon steel welded or brazed tube assemblies","313512","Yes"
"unspsc","31351203","Hastalloy X welded or brazed tube assemblies","313512","Yes"
"unspsc","31351204","Inconel welded or brazed tube assemblies","313512","Yes"
"unspsc","31351205","Low alloy steel welded or brazed tube assemblies","313512","Yes"
"unspsc","31351206","Non metallic welded or brazed tube assemblies","313512","Yes"
"unspsc","31351209","Stainless steel welded or brazed tube assemblies","313512","Yes"
"unspsc","31351210","Titanium welded or brazed tube assemblies","313512","Yes"
"unspsc","31351211","Waspalloy welded or brazed tube assemblies","313512","Yes"
"unspsc","31351212","Copper welded or brazed tube assemblies","313512","Yes"
"unspsc","31351312","Copper riveted tube assemblies","313513","Yes"
"unspsc","31351313","Brass riveted tube assemblies","313513","Yes"
"unspsc","31351301","Aluminum riveted tube assemblies","313513","Yes"
"unspsc","31351302","Carbon steel riveted tube assemblies","313513","Yes"
"unspsc","31351303","Hastalloy X riveted tube assemblies","313513","Yes"
"unspsc","31351304","Inconel riveted tube assemblies","313513","Yes"
"unspsc","31351305","Low alloy steel riveted tube assemblies","313513","Yes"
"unspsc","31351306","Non metallic riveted tube assemblies","313513","Yes"
"unspsc","31351309","Stainless steel riveted tube assemblies","313513","Yes"
"unspsc","31351310","Titanium riveted tube assemblies","313513","Yes"
"unspsc","31351311","Waspalloy riveted tube assemblies","313513","Yes"
"unspsc","31351404","Inconel bonded tube assemblies","313514","Yes"
"unspsc","31351405","Low alloy steel bonded tube assemblies","313514","Yes"
"unspsc","31351401","Aluminum bonded tube assemblies","313514","Yes"
